ClinVar_ID,Position,distance_to_enhancer,distance_to_ctcf,conservation_score,cadd_score,log_distance_to_enhancer,log_distance_to_ctcf,within_1kb_enhancer,within_5kb_enhancer,label,archcode_ssim,vep_score
VCV001561967,5226198,70,21219,0.8,0.8,4.2626798770413155,9.962699412167973,1,1,0,1.0,0.1
VCV001561745,5226199,69,21220,0.7,0.7,4.248495242049359,9.96274653641105,1,1,0,1.0,0.1
VCV001560083,5226263,5,21284,0.4,0.4,1.791759469228055,9.965757878262252,1,1,0,1.0,0.15
VCV001559725,5226092,176,21113,1.6,1.6,5.176149732573829,9.95769160654964,1,1,0,1.0,0.1
VCV001557489,5226290,22,21311,0.5,0.5,3.1354942159291497,9.967025573340116,1,1,0,1.0,0.15
VCV001557222,5226863,595,21884,0.5,0.5,6.39024066706535,9.993556749624995,1,1,0,1.0,0.1
VCV001556960,5225946,322,20967,0.2,0.2,5.777652323222656,9.950752745003243,1,1,0,1.0,0.1
VCV001556906,5226840,572,21861,0.5,0.5,6.35088571671474,9.992505248853782,1,1,0,1.0,0.1
VCV001554915,5226592,324,21613,6.5,6.5,5.783825182329737,9.98109653186311,1,1,0,1.0,0.05
VCV001553467,5226136,132,21157,0.4,0.4,4.890349128221754,9.95977336354672,1,1,0,1.0,0.1
VCV001553442,5225880,388,20901,0.6,0.6,5.963579343618446,9.947600127154448,1,1,0,1.0,0.1
VCV001552953,5225706,562,20727,3.8,3.8,6.333279628139691,9.939240722241946,1,1,0,1.0,0.05
VCV001552193,5225807,461,20828,5.5,5.5,6.135564891081739,9.944101525421383,1,1,0,1.0,0.1
VCV001551548,5226658,390,21679,3.5,3.5,5.968707559985366,9.984145455553582,1,1,0,1.0,0.05
VCV001550256,5226543,275,21564,0.3,0.3,5.62040086571715,9.978826909081944,1,1,0,1.0,0.15
VCV001549965,5226352,84,21373,0.7,0.7,4.442651256490317,9.969930509084842,1,1,0,1.0,0.15
VCV001548840,5226460,192,21481,0.3,0.3,5.262690188904886,9.974970654157993,1,1,0,1.0,0.15
VCV001548194,5225858,410,20879,1.3,1.3,6.018593214496234,9.946547041996576,1,1,0,1.0,0.1
VCV001546580,5226566,298,21587,5.0,5.0,5.700443573390687,9.979892883738533,1,1,0,1.0,0.89
VCV001546485,5226494,226,21515,5.2,5.2,5.424950017481403,9.976552123393134,1,1,0,1.0,0.15
VCV001544426,5225754,514,20775,3.6,3.6,6.244166900663736,9.941553753342584,1,1,0,1.0,0.1
VCV001542866,5226858,590,21879,1.9,1.9,6.3818160174060985,9.993328256535918,1,1,0,1.0,0.1
VCV001542738,5225988,280,21009,0.2,0.2,5.638354669333745,9.952753793839046,1,1,0,1.0,0.1
VCV001538061,5226968,700,21989,8.7,8.7,6.55250788703459,9.998343083548807,1,1,0,1.0,0.05
VCV001537687,5225898,370,20919,0.8,0.8,5.916202062607435,9.94846091817886,1,1,0,1.0,0.1
VCV001537363,5225808,460,20829,0.8,0.8,6.133398042996649,9.944149534255018,1,1,0,1.0,0.1
VCV001537336,5226394,126,21415,1.4,1.4,4.844187086458591,9.971893585200188,1,1,0,1.0,0.15
VCV001537117,5226881,613,21902,2.5,2.5,6.419994928147142,9.994378892724196,1,1,0,1.0,0.1
VCV001537040,5226873,605,21894,8.7,8.7,6.406879986069314,9.9940135792355,1,1,0,1.0,0.1
VCV001536330,5225945,323,20966,0.9,0.9,5.780743515792329,9.950705052145238,1,1,0,1.0,0.1
VCV001535667,5225942,326,20963,0.2,0.2,5.7899601708972535,9.950561959922057,1,1,0,1.0,0.1
VCV001533572,5226529,261,21550,0.2,0.2,5.568344503761097,9.978177498167572,1,1,0,1.0,0.15
VCV001532941,5226884,616,21905,1.3,1.3,6.424869023905388,9.994515850883692,1,1,0,1.0,0.1
VCV001531668,5226561,293,21582,0.1,0.1,5.683579767338681,9.97966124675897,1,1,0,1.0,0.4
VCV001531458,5226586,318,21607,12.7,12.7,5.765191102784844,9.980818895472451,1,1,0,1.0,0.05
VCV001529989,5226682,414,21703,0.6,0.6,6.028278520230698,9.985251854338768,1,1,0,1.0,0.05
VCV001529709,5225803,465,20824,2.9,2.9,6.144185634125646,9.943909467035043,1,1,0,1.0,0.1
VCV001528012,5226523,255,21544,1.8,1.8,5.545177444479562,9.977899050049938,1,1,0,1.0,0.15
VCV001331036,5227006,738,22027,0.1,0.1,6.6052979209482015,10.000069650382372,1,1,0,1.0,0.4
VCV001330543,5226567,299,21588,0.0,0.0,5.703782474656201,9.979939204696459,1,1,0,1.0,0.79
VCV001321374,5225670,598,20691,3.6,3.6,6.395261598115449,9.937502431123406,1,1,0,1.0,0.05
VCV001301331,5225670,598,20691,4.4,4.4,6.395261598115449,9.937502431123406,1,1,0,1.0,0.05
VCV001250619,5227562,1294,22583,0.3,0.3,7.166265974133638,10.024996969933325,0,1,0,0.9999,0.2
VCV001167977,5226363,95,21384,,,4.564348191467836,9.970445020661009,1,1,0,1.0,0.15
VCV001161626,5226268,0,21289,,,0.0,9.965992757887525,1,1,0,1.0,0.15
VCV001161533,5225712,556,20733,5.4,5.4,6.322565239927284,9.939530143883058,1,1,0,1.0,0.05
VCV001161505,5226913,645,21934,0.5,0.5,6.470799503782602,9.995838813600315,1,1,0,1.0,0.1
VCV001161504,5226895,627,21916,1.3,1.3,6.4425401664681985,9.99501787038172,1,1,0,1.0,0.1
VCV001161484,5226287,19,21308,1.8,1.8,2.995732273553991,9.96688479766592,1,1,0,1.0,0.15
VCV001160989,5226869,601,21890,1.3,1.3,6.400257445308821,9.99383087243373,1,1,0,1.0,0.1
VCV001160210,5226089,179,21110,4.9,4.9,5.19295685089021,9.957549510634658,1,1,0,1.0,0.1
VCV001159671,5226085,183,21106,0.9,0.9,5.214935757608986,9.957360018000617,1,1,0,1.0,0.1
VCV001159538,5226923,655,21944,12.8,12.8,6.486160788944089,9.996294602122335,1,1,0,1.0,0.5
VCV001158961,5226412,144,21433,1.8,1.8,4.976733742420574,9.972733725272942,1,1,0,1.0,0.15
VCV001158508,5226420,152,21441,,,5.030437921392435,9.973106894416185,1,1,0,1.0,0.15
VCV001157996,5226141,127,21162,1.8,1.8,4.852030263919617,9.960009652860453,1,1,0,1.0,0.1
VCV001157947,5225794,474,20815,0.7,0.7,6.163314804034641,9.943477200752287,1,1,0,1.0,0.1
VCV001157531,5226637,369,21658,7.9,7.9,5.91350300563827,9.983176351437496,1,1,0,1.0,0.05
VCV001157380,5226340,72,21361,0.4,0.4,4.290459441148391,9.969368921649641,1,1,0,1.0,0.15
VCV001157085,5225803,465,20824,2.4,2.4,6.144185634125646,9.943909467035043,1,1,0,1.0,0.1
VCV001157001,5226167,101,21188,1.9,1.9,4.624972813284271,9.961237458077031,1,1,0,1.0,0.1
VCV001156511,5226073,195,21094,0.0,0.0,5.278114659230517,9.95679132455844,1,1,0,1.0,0.1
VCV001155998,5227012,744,22033,,,6.61338421837956,10.00034199390001,1,1,0,0.9999,0.1
VCV001155441,5226828,560,21849,,,6.329720905522696,9.991956200523736,1,1,0,1.0,0.1
VCV001155055,5226004,264,21025,2.3,2.3,5.579729825986222,9.953515046135776,1,1,0,1.0,0.1
VCV001154176,5225873,395,20894,0.7,0.7,5.981414211254481,9.947265174882016,1,1,0,1.0,0.1
VCV001154161,5225788,480,20809,0.1,0.1,6.175867270105761,9.94318891938768,1,1,0,1.0,0.1
VCV001153807,5226845,577,21866,3.1,3.1,6.359573868672378,9.992733930050322,1,1,0,1.0,0.1
VCV001153781,5226104,164,21125,2.8,2.8,5.10594547390058,9.958259788383108,1,1,0,1.0,0.1
VCV001153698,5226742,474,21763,6.9,6.9,6.163314804034641,9.988012507605816,1,1,0,1.0,0.9
VCV001153690,5226869,601,21890,1.5,1.5,6.400257445308821,9.99383087243373,1,1,0,1.0,0.1
VCV001153305,5225975,293,20996,0.1,0.1,5.683579767338681,9.95213484935765,1,1,0,1.0,0.1
VCV001153073,5226831,563,21852,1.5,1.5,6.335054251498059,9.992093490870152,1,1,0,1.0,0.1
VCV001153019,5226918,650,21939,2.0,2.0,6.478509642208569,9.99606673382922,1,1,0,1.0,0.1
VCV001152502,5225950,318,20971,5.4,5.4,5.765191102784844,9.950943493692423,1,1,0,1.0,0.1
VCV001152045,5226589,321,21610,5.5,5.5,5.7745515455444085,9.980957723303026,1,1,0,1.0,0.05
VCV001151871,5226290,22,21311,0.6,0.6,3.1354942159291497,9.967025573340116,1,1,0,1.0,0.15
VCV001151774,5226868,600,21889,1.5,1.5,6.398594934535208,9.993785190516908,1,1,0,1.0,0.1
VCV001151547,5226536,268,21557,0.6,0.6,5.594711379601839,9.978502256341574,1,1,0,1.0,0.15
VCV001149802,5226133,135,21154,0.8,0.8,4.912654885736052,9.959631563154169,1,1,0,1.0,0.1
VCV001148975,5226016,252,21037,0.8,0.8,5.53338948872752,9.95408560529922,1,1,0,1.0,0.1
VCV001148302,5226364,96,21385,1.8,1.8,4.574710978503383,9.970491781316602,1,1,0,1.0,0.15
VCV001148301,5227246,978,22267,4.0,4.0,6.88653164253051,10.010905949303398,1,1,0,0.9999,0.2
VCV001147444,5226751,483,21772,6.7,6.7,6.182084906716632,9.988425949052319,1,1,0,1.0,0.805
VCV001147067,5225924,344,20945,0.0,0.0,5.84354441703136,9.949702976333091,1,1,0,1.0,0.1
VCV001146323,5225838,430,20859,4.1,4.1,6.066108090103747,9.945588728554764,1,1,0,1.0,0.1
VCV001146145,5226366,98,21387,1.1,1.1,4.59511985013459,9.970585296068622,1,1,0,1.0,0.15
VCV001145767,5226209,59,21230,1.1,1.1,4.0943445622221,9.963217656743895,1,1,0,1.0,0.1
VCV001145475,5226250,18,21271,1.6,1.6,2.9444389791664403,9.965146932922856,1,1,0,1.0,0.1
VCV001145460,5226448,180,21469,3.6,3.6,5.198497031265826,9.974411890872826,1,1,0,1.0,0.15
VCV001145451,5226137,131,21158,0.8,0.8,4.882801922586371,9.959820625876288,1,1,0,1.0,0.1
VCV001144869,5226500,232,21521,0.7,0.7,5.4510384535657,9.976830946760337,1,1,0,1.0,0.15
VCV001143503,5226733,465,21754,8.3,8.3,6.144185634125646,9.98759889515478,1,1,0,1.0,0.9
VCV001143473,5226065,203,21086,0.1,0.1,5.318119993844216,9.956412015844014,1,1,0,1.0,0.1
VCV001143356,5226084,184,21105,2.2,2.2,5.220355825078324,9.957312639231036,1,1,0,1.0,0.1
VCV001142119,5226912,644,21933,1.1,1.1,6.4692503167957724,9.995793223320154,1,1,0,1.0,0.1
VCV001142046,5225661,607,20682,1.4,1.4,6.410174881966167,9.937067385799324,1,1,0,1.0,0.05
VCV001141382,5225949,319,20970,4.1,4.1,5.768320995793772,9.950895809931119,1,1,0,1.0,0.1
VCV001140992,5225965,303,20986,0.1,0.1,5.717027701406222,9.951658477397421,1,1,0,1.0,0.1
VCV001140225,5226261,7,21282,0.8,0.8,2.0794415416798357,9.965663910962803,1,1,0,1.0,0.1
VCV001140182,5226589,321,21610,5.0,5.0,5.7745515455444085,9.980957723303026,1,1,0,1.0,0.05
VCV001139577,5225792,476,20813,3.9,3.9,6.1675164908883415,9.943381116197804,1,1,0,1.0,0.1
VCV001139479,5226403,135,21424,1.0,1.0,4.912654885736052,9.97231374346598,1,1,0,1.0,0.15
VCV001139383,5225930,338,20951,0.4,0.4,5.82600010738045,9.949989386187548,1,1,0,1.0,0.1
VCV001138442,5226316,48,21337,3.9,3.9,3.8918202981106265,9.968244799751407,1,1,0,1.0,0.15
VCV001138404,5226238,30,21259,2.3,2.3,3.4339872044851463,9.964582651895938,1,1,0,1.0,0.1
VCV001137193,5226126,142,21147,1.2,1.2,4.962844630259907,9.959300617355341,1,1,0,1.0,0.1
VCV001136434,5225984,284,21005,0.1,0.1,5.652489180268651,9.952563390182721,1,1,0,1.0,0.1
VCV001136202,5225840,428,20861,,,6.061456918928017,9.945684601235916,1,1,0,1.0,0.1
VCV001135885,5226051,217,21072,1.5,1.5,5.384495062789089,9.955747879197213,1,1,0,1.0,0.1
VCV001135734,5226434,166,21455,1.4,1.4,5.117993812416755,9.97375960552146,1,1,0,1.0,0.15
VCV001134790,5226113,155,21134,0.8,0.8,5.049856007249537,9.95868571300089,1,1,0,1.0,0.1
VCV001134251,5226058,210,21079,0.1,0.1,5.351858133476067,9.956080002655298,1,1,0,1.0,0.1
VCV001133882,5225806,462,20827,1.8,1.8,6.137727054086234,9.944053514282789,1,1,0,1.0,0.1
VCV001133359,5226806,538,21827,3.2,3.2,6.289715570908998,9.990948828306122,1,1,0,1.0,0.5
VCV001132923,5226105,163,21126,0.7,0.7,5.099866427824199,9.958307122300235,1,1,0,1.0,0.1
VCV001132627,5226833,565,21854,0.1,0.1,6.338594078203183,9.992185007297415,1,1,0,1.0,0.1
VCV001132191,5226921,653,21942,6.1,6.1,6.483107351457199,9.99620346103587,1,1,0,1.0,0.1
VCV001131950,5226143,125,21164,0.5,0.5,4.836281906951478,9.960104152955024,1,1,0,1.0,0.1
VCV001131624,5226891,623,21912,0.3,0.3,6.436150368369428,9.994835346995403,1,1,0,1.0,0.1
VCV001131314,5226213,55,21234,2.7,2.7,4.02535169073515,9.963406042747371,1,1,0,1.0,0.1
VCV001130698,5226503,235,21524,2.3,2.3,5.4638318050256105,9.976970329295932,1,1,0,1.0,0.15
VCV001130103,5226265,3,21286,0.9,0.9,1.3862943611198906,9.965851836732678,1,1,0,1.0,0.15
VCV001129520,5226631,363,21652,0.2,0.2,5.8971538676367405,9.98289929196029,1,1,0,1.0,0.05
VCV001129240,5226880,612,21901,6.2,6.2,6.418364935936212,9.994333235835704,1,1,0,1.0,0.1
VCV001129052,5226561,293,21582,0.0,0.0,5.683579767338681,9.97966124675897,1,1,0,1.0,0.4
VCV001128010,5226008,260,21029,0.8,0.8,5.564520407322694,9.953705268696746,1,1,0,1.0,0.1
VCV001127800,5226394,126,21415,1.4,1.4,4.844187086458591,9.971893585200188,1,1,0,1.0,0.15
VCV001127713,5226839,571,21860,9.1,9.1,6.349138991379798,9.992459506338392,1,1,0,1.0,0.1
VCV001127650,5226877,609,21898,0.3,0.3,6.413458957167357,9.99419625266159,1,1,0,1.0,0.1
VCV001127638,5226501,233,21522,0.2,0.2,5.455321115357702,9.97687740976418,1,1,0,1.0,0.15
VCV001127632,5226619,351,21640,7.3,7.3,5.863631175598097,9.982344942613622,1,1,0,1.0,0.05
VCV001127267,5225564,704,20585,0.3,0.3,6.558197802812269,9.932366512086505,1,1,0,1.0,0.15
VCV001126808,5226477,209,21498,1.0,1.0,5.3471075307174685,9.975761701406148,1,1,0,1.0,0.15
VCV001126664,5226030,238,21051,4.7,4.7,5.476463551931511,9.954750846473669,1,1,0,1.0,0.1
VCV001126429,5226845,577,21866,3.7,3.7,6.359573868672378,9.992733930050322,1,1,0,1.0,0.1
VCV001126324,5226061,207,21082,0.5,0.5,5.337538079701318,9.956222307519994,1,1,0,1.0,0.1
VCV001124975,5226419,151,21440,0.6,0.6,5.0238805208462765,9.973060255888088,1,1,0,1.0,0.15
VCV001124970,5226514,246,21535,2.0,2.0,5.5093883366279774,9.977481232444454,1,1,0,1.0,0.15
VCV001124939,5226375,107,21396,6.2,6.2,4.68213122712422,9.97100600426695,1,1,0,1.0,0.15
VCV001124760,5226462,194,21483,0.2,0.2,5.272999558563747,9.97506375102535,1,1,0,1.0,0.15
VCV001124758,5226163,105,21184,1.4,1.4,4.663439094112067,9.961048663060659,1,1,0,1.0,0.1
VCV001124680,5226908,640,21929,4.5,4.5,6.46302945692067,9.995610841411933,1,1,0,1.0,0.1
VCV001124679,5226893,625,21914,0.2,0.2,6.439350371100098,9.99492661285291,1,1,0,1.0,0.1
VCV001124649,5226506,238,21527,1.9,1.9,5.476463551931511,9.977109692406742,1,1,0,1.0,0.15
VCV001123454,5226826,558,21847,0.2,0.2,6.326149473155099,9.99186466315354,1,1,0,1.0,0.1
VCV001123116,5226882,614,21903,10.4,10.4,6.421622267806518,9.99442454752823,1,1,0,1.0,0.1
VCV001123082,5226417,149,21438,0.7,0.7,5.0106352940962555,9.972966972305931,1,1,0,1.0,0.15
VCV001122537,5226452,184,21473,1.3,1.3,5.220355825078324,9.97459817999408,1,1,0,1.0,0.15
VCV001122528,5226331,63,21352,0.2,0.2,4.1588830833596715,9.968947524007914,1,1,0,1.0,0.15
VCV001122216,5226885,617,21906,3.5,3.5,6.42648845745769,9.9945614994355,1,1,0,1.0,0.1
VCV001121778,5226873,605,21894,8.5,8.5,6.406879986069314,9.9940135792355,1,1,0,1.0,0.1
VCV001121500,5225616,652,20637,10.4,10.4,6.481577129276431,9.93488931567566,1,1,0,1.0,0.05
VCV001121394,5226382,114,21403,2.4,2.4,4.74493212836325,9.971333099431195,1,1,0,1.0,0.15
VCV001121225,5225737,531,20758,3.6,3.6,6.2766434893416445,9.940735166562794,1,1,0,1.0,0.1
VCV001121198,5225879,389,20900,4.3,4.3,5.966146739123692,9.94755228369823,1,1,0,1.0,0.1
VCV001120940,5225679,589,20700,1.0,1.0,6.380122536899765,9.937937287265354,1,1,0,1.0,0.05
VCV001120442,5226252,16,21273,3.2,3.2,2.833213344056216,9.96524094881161,1,1,0,1.0,0.1
VCV001119536,5226342,74,21363,1.0,1.0,4.31748811353631,9.969462541459661,1,1,0,1.0,0.15
VCV001119234,5226742,474,21763,7.6,7.6,6.163314804034641,9.988012507605816,1,1,0,1.0,0.9
VCV001119125,5226390,122,21411,,,4.812184355372417,9.971706791513272,1,1,0,1.0,0.15
VCV001119111,5226181,87,21202,2.0,2.0,4.477336814478207,9.96189796008255,1,1,0,1.0,0.1
VCV001118834,5226904,636,21925,1.4,1.4,6.456769655572163,9.995428426234485,1,1,0,1.0,0.1
VCV001118833,5226889,621,21910,5.1,5.1,6.432940092739179,9.99474407280768,1,1,0,1.0,0.1
VCV001118813,5226487,219,21508,4.0,4.0,5.393627546352362,9.976226731176434,1,1,0,1.0,0.15
VCV001118308,5226613,345,21634,7.3,7.3,5.846438775057725,9.982067652658985,1,1,0,1.0,0.05
VCV001118139,5226123,145,21144,1.0,1.0,4.983606621708336,9.959158749906589,1,1,0,1.0,0.1
VCV001117784,5225736,532,20757,4.5,4.5,6.278521424165844,9.940686993525235,1,1,0,1.0,0.5
VCV001117654,5226112,156,21133,3.9,3.9,5.056245805348308,9.958638397000977,1,1,0,1.0,0.1
VCV001116346,5226088,180,21109,4.6,4.6,5.198497031265826,9.957502140842367,1,1,0,1.0,0.1
VCV001115568,5226323,55,21344,3.9,3.9,4.02535169073515,9.968572799192062,1,1,0,1.0,0.15
VCV001115280,5225825,443,20846,0.7,0.7,6.095824562432225,9.944965331982438,1,1,0,1.0,0.1
VCV001115039,5226242,26,21263,1.0,1.0,3.295836866004329,9.964770780953026,1,1,0,1.0,0.1
VCV001114903,5226434,166,21455,0.3,0.3,5.117993812416755,9.97375960552146,1,1,0,1.0,0.15
VCV001114525,5226508,240,21529,1.5,1.5,5.484796933490655,9.97720259035841,1,1,0,1.0,0.15
VCV001113861,5226437,169,21458,1.8,1.8,5.135798437050262,9.973899416776494,1,1,0,1.0,0.15
VCV001112986,5225955,313,20976,4.5,4.5,5.749392985908253,9.95118187839879,1,1,0,1.0,0.1
VCV001112903,5226186,82,21207,0.6,0.6,4.418840607796598,9.962133747968862,1,1,0,1.0,0.1
VCV001111753,5226183,85,21204,2.5,2.5,4.454347296253507,9.96199228190869,1,1,0,1.0,0.1
VCV001111743,5226500,232,21521,0.8,0.8,5.4510384535657,9.976830946760337,1,1,0,1.0,0.15
VCV001111710,5226667,399,21688,2.6,2.6,5.991464547107982,9.984560498562606,1,1,0,1.0,0.05
VCV001111267,5226496,228,21517,0.6,0.6,5.43372200355424,9.976645073153854,1,1,0,1.0,0.15
VCV001111255,5226736,468,21757,4.1,4.1,6.150602768446279,9.987736784981028,1,1,0,1.0,0.9
VCV001111047,5226477,209,21498,1.2,1.2,5.3471075307174685,9.975761701406148,1,1,0,1.0,0.15
VCV001110772,5226260,8,21281,1.3,1.3,2.1972245773362196,9.965616924001678,1,1,0,1.0,0.1
VCV001110755,5226312,44,21333,4.2,4.2,3.8066624897703196,9.968057323185429,1,1,0,1.0,0.15
VCV001110299,5226277,9,21298,2.2,2.2,2.302585092994046,9.966415402238601,1,1,0,1.0,0.15
VCV001110073,5226549,281,21570,0.5,0.5,5.641907070938114,9.979105098994717,1,1,0,1.0,0.15
VCV001110042,5226292,24,21313,3.2,3.2,3.2188758248682006,9.967119412780901,1,1,0,1.0,0.15
VCV001108644,5226260,8,21281,1.5,1.5,2.1972245773362196,9.965616924001678,1,1,0,1.0,0.1
VCV001108115,5226882,614,21903,10.9,10.9,6.421622267806518,9.99442454752823,1,1,0,1.0,0.1
VCV001107574,5226223,45,21244,0.4,0.4,3.828641396489095,9.963876852548912,1,1,0,1.0,0.1
VCV001106731,5226890,622,21911,0.1,0.1,6.434546518787453,9.994789710942914,1,1,0,1.0,0.1
VCV001105735,5226109,159,21130,1.6,1.6,5.075173815233827,9.958496435566927,1,1,0,1.0,0.1
VCV001104842,5226144,124,21165,2.3,2.3,4.8283137373023015,9.96015139965367,1,1,0,1.0,0.1
VCV001104520,5226260,8,21281,,,2.1972245773362196,9.965616924001678,1,1,0,1.0,0.1
VCV001104204,5225607,661,20628,0.9,0.9,6.495265555937008,9.934453131793008,1,1,0,1.0,0.05
VCV001102136,5226408,140,21429,3.7,3.7,4.948759890378168,9.972547088467623,1,1,0,1.0,0.15
VCV001101748,5226182,86,21203,,,4.465908118654584,9.961945122107696,1,1,0,1.0,0.1
VCV001101596,5226428,160,21449,0.1,0.1,5.081404364984463,9.973479924356162,1,1,0,1.0,0.15
VCV001101564,5226345,77,21366,4.0,4.0,4.356708826689592,9.969602954742989,1,1,0,1.0,0.15
VCV001101246,5225741,527,20762,0.0,0.0,6.269096283706261,9.940927835509973,1,1,0,1.0,0.1
VCV001100205,5226113,155,21134,1.0,1.0,5.049856007249537,9.95868571300089,1,1,0,1.0,0.1
VCV001100138,5226522,254,21543,2.8,2.8,5.541263545158426,9.977852634491434,1,1,0,1.0,0.15
VCV001099906,5226519,251,21540,4.9,4.9,5.529429087511423,9.977713374888099,1,1,0,1.0,0.15
VCV001099874,5225793,475,20814,0.1,0.1,6.16541785423142,9.943429159629076,1,1,0,1.0,0.1
VCV001099709,5226365,97,21386,0.7,0.7,4.584967478670572,9.970538539785737,1,1,0,1.0,0.15
VCV001097379,5226492,224,21513,1.6,1.6,5.41610040220442,9.976459164991951,1,1,0,1.0,0.15
VCV001097250,5226269,1,21290,,,0.6931471805599453,9.966039727193092,1,1,0,1.0,0.1
VCV001097054,5226364,96,21385,,,4.574710978503383,9.970491781316602,1,1,0,1.0,0.15
VCV001096888,5226529,261,21550,0.2,0.2,5.568344503761097,9.978177498167572,1,1,0,1.0,0.15
VCV001096696,5226267,1,21288,0.4,0.4,0.6931471805599453,9.96594578637574,1,1,0,1.0,0.15
VCV001096096,5226902,634,21923,0.1,0.1,6.453624998892692,9.995337206166006,1,1,0,1.0,0.1
VCV001095878,5225855,413,20876,0.3,0.3,6.025865973825314,9.94640335351296,1,1,0,1.0,0.1
VCV001095859,5226640,372,21661,4.6,4.6,5.921578419643816,9.983314852395683,1,1,0,1.0,0.05
VCV001095434,5225987,281,21008,0.4,0.4,5.641907070938114,9.952706196323627,1,1,0,1.0,0.1
VCV001095205,5225991,277,21012,0.2,0.2,5.627621113690637,9.952896572793671,1,1,0,1.0,0.1
VCV001095187,5226126,142,21147,1.0,1.0,4.962844630259907,9.959300617355341,1,1,0,1.0,0.1
VCV001094628,5226319,51,21340,0.5,0.5,3.9512437185814275,9.96838538411397,1,1,0,1.0,0.15
VCV001094586,5226190,78,21211,2.0,2.0,4.3694478524670215,9.962322338257021,1,1,0,1.0,0.1
VCV001094558,5226115,153,21136,0.6,0.6,5.0369526024136295,9.958780338284837,1,1,0,1.0,0.1
VCV001094269,5226425,157,21446,,,5.062595033026967,9.973340054434962,1,1,0,1.0,0.1
VCV001094229,5226393,125,21414,0.7,0.7,4.836281906951478,9.971846890049472,1,1,0,1.0,0.15
VCV001093303,5226915,647,21936,5.5,5.5,6.473890696352274,9.995929987925688,1,1,0,1.0,0.1
VCV001092961,5226450,182,21471,1.9,1.9,5.209486152841421,9.974505039771408,1,1,0,1.0,0.15
VCV001092862,5226063,205,21084,1.1,1.1,5.327876168789581,9.95631716618066,1,1,0,1.0,0.1
VCV001091467,5225768,500,20789,,,6.2166061010848646,9.942227380852058,1,1,0,1.0,0.1
VCV001091288,5225970,298,20991,1.9,1.9,5.700443573390687,9.951896691743816,1,1,0,1.0,0.1
VCV001090894,5226041,227,21062,,,5.429345628954441,9.955273225685358,1,1,0,1.0,0.1
VCV001090577,5226796,528,21817,10.7,10.7,6.270988431858299,9.990490596157702,1,1,0,1.0,0.55
VCV001090534,5226246,22,21267,0.5,0.5,3.1354942159291497,9.964958874624228,1,1,0,1.0,0.1
VCV001090479,5226096,172,21117,0.7,0.7,5.153291594497779,9.95788103636646,1,1,0,1.0,0.1
VCV001089678,5225830,438,20851,1.5,1.5,6.0844994130751715,9.945205145887996,1,1,0,1.0,0.1
VCV001089575,5226082,186,21103,3.7,3.7,5.231108616854587,9.957217874957095,1,1,0,1.0,0.1
VCV001089508,5225757,511,20778,3.5,3.5,6.238324625039508,9.94169814029988,1,1,0,1.0,0.1
VCV001089483,5226366,98,21387,1.2,1.2,4.59511985013459,9.970585296068622,1,1,0,1.0,0.15
VCV001089337,5226461,193,21482,0.4,0.4,5.267858159063328,9.97501720367505,1,1,0,1.0,0.15
VCV001088912,5226343,75,21364,1.2,1.2,4.330733340286331,9.969509348078125,1,1,0,1.0,0.15
VCV001088500,5226228,40,21249,2.4,2.4,3.713572066704308,9.964112174352563,1,1,0,1.0,0.1
VCV001087637,5225885,383,20906,6.1,6.1,5.950642552587727,9.947839310106628,1,1,0,1.0,0.1
VCV001084859,5226285,17,21306,4.1,4.1,2.8903717578961645,9.966790936205367,1,1,0,1.0,0.15
VCV001084304,5226331,63,21352,0.2,0.2,4.1588830833596715,9.968947524007914,1,1,0,1.0,0.15
VCV001084273,5226131,137,21152,0.3,0.3,4.927253685157205,9.95953701838715,1,1,0,1.0,0.1
VCV001084243,5226300,32,21321,1.6,1.6,3.4965075614664802,9.96749468251042,1,1,0,1.0,0.15
VCV001082749,5226434,166,21455,0.3,0.3,5.117993812416755,9.97375960552146,1,1,0,1.0,0.15
VCV001081408,5226182,86,21203,0.5,0.5,4.465908118654584,9.961945122107696,1,1,0,1.0,0.1
VCV001081010,5226271,3,21292,0.3,0.3,1.3862943611198906,9.966133659186399,1,1,0,1.0,0.15
VCV001080748,5225871,397,20892,0.3,0.3,5.986452005284438,9.947169453622251,1,1,0,1.0,0.1
VCV001080158,5226364,96,21385,1.4,1.4,4.574710978503383,9.970491781316602,1,1,0,1.0,0.15
VCV001080073,5226504,236,21525,0.6,0.6,5.4680601411351315,9.977016785824244,1,1,0,1.0,0.15
VCV001079811,5226294,26,21315,1.2,1.2,3.295836866004329,9.967213243416673,1,1,0,1.0,0.15
VCV001077721,5226438,170,21459,1.0,1.0,5.14166355650266,9.973946016184689,1,1,0,1.0,0.15
VCV001077506,5226087,181,21108,0.7,0.7,5.204006687076795,9.95745476880607,1,1,0,1.0,0.1
VCV001077470,5226816,548,21837,8.2,8.2,6.3080984415095305,9.99140685057401,1,1,0,1.0,0.1
VCV001077226,5226131,137,21152,0.3,0.3,4.927253685157205,9.95953701838715,1,1,0,1.0,0.1
VCV000995801,5226982,714,22003,0.0,0.0,6.5722825426940075,9.99897953399535,1,1,0,1.0,0.825
VCV000995800,5225669,599,20690,19.8,19.8,6.396929655216146,9.937454102099402,1,1,0,1.0,0.895
VCV000994010,5225816,452,20837,1.2,1.2,6.115892125483034,9.94453352197213,1,1,0,1.0,0.1
