ClinVar_ID,Position_GRCh38,Category,label,is_pearl,ssim,lssim,delta_ssim,delta_lssim,delta_insulation,loop_integrity,struct_disruption_ratio,vep_score,sift_score,cadd_phred,dist_to_lcr,dist_to_nearest_enhancer,dist_to_nearest_ctcf,dist_to_tss,in_hbb_gene,log_dist_lcr,log_dist_enhancer,log_dist_ctcf,log_dist_tss,cat_missense,cat_nonsense,cat_splice,cat_frameshift,cat_synonymous,cat_3_prime_UTR,cat_5_prime_UTR,cat_promoter,cat_other,cat_non_coding
VCV003624952,5226151,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,2.4,49649,117,21172,117,1,4.6959,2.0719,4.3258,2.0719,0,0,0,0,0,0,0,0,1,0
VCV002091561,5226154,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0137,0.0,5.4615,0.1,-1.0,1.0,49646,114,21175,114,1,4.6959,2.0607,4.3258,2.0607,0,0,0,0,0,0,0,0,1,0
VCV000798809,5226156,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,1.2,49644,112,21177,112,1,4.6959,2.0531,4.3259,2.0531,0,0,0,0,0,0,0,0,1,0
VCV001997862,5226159,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,0.8,49641,109,21180,109,1,4.6958,2.0414,4.3259,2.0414,0,0,0,0,0,0,0,0,1,0
VCV001621425,5226160,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,3.5,49640,108,21181,108,1,4.6958,2.0374,4.326,2.0374,0,0,0,0,0,0,0,0,1,0
VCV002812292,5226162,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,3.3,49638,106,21183,106,1,4.6958,2.0294,4.326,2.0294,0,0,0,0,0,0,0,0,1,0
VCV001124758,5226163,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,1.4,49637,105,21184,105,1,4.6958,2.0253,4.326,2.0253,0,0,0,0,0,0,0,0,1,0
VCV001602982,5226165,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,1.6,49635,103,21186,103,1,4.6958,2.017,4.3261,2.017,0,0,0,0,0,0,0,0,1,0
VCV002862763,5226166,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0137,0.0,5.3846,0.1,-1.0,4.0,49634,102,21187,102,1,4.6958,2.0128,4.3261,2.0128,0,0,0,0,0,0,0,0,1,0
VCV001157001,5226167,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,1.9,49633,101,21188,101,1,4.6958,2.0086,4.3261,2.0086,0,0,0,0,0,0,0,0,1,0
VCV002817876,5226168,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0136,0.0,5.75,0.1,-1.0,1.7,49632,100,21189,100,1,4.6958,2.0043,4.3261,2.0043,0,0,0,0,0,0,0,0,1,0
VCV003672948,5226170,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,2.9,49630,98,21191,98,1,4.6958,1.9956,4.3262,1.9956,0,0,0,0,0,0,0,0,1,0
VCV002876055,5226171,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.1,-1.0,0.3,49629,97,21192,97,1,4.6957,1.9912,4.3262,1.9912,0,0,0,0,0,0,0,0,1,0
VCV002778374,5226171,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.1,-1.0,0.4,49629,97,21192,97,1,4.6957,1.9912,4.3262,1.9912,0,0,0,0,0,0,0,0,1,0
VCV001614562,5226172,intronic,0,0,0.9988,0.9932,0.0012,0.0068,0.0137,0.0,5.6666,0.1,-1.0,-1.0,49628,96,21193,96,1,4.6957,1.9868,4.3262,1.9868,0,0,0,0,0,0,0,0,1,0
VCV001945194,5226173,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,1.3,49627,95,21194,95,1,4.6957,1.9823,4.3262,1.9823,0,0,0,0,0,0,0,0,1,0
VCV001569465,5226175,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0136,0.0,5.3846,0.1,-1.0,-1.0,49625,93,21196,93,1,4.6957,1.9731,4.3263,1.9731,0,0,0,0,0,0,0,0,1,0
VCV001612179,5226177,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0141,0.0,5.5384,0.1,-1.0,-1.0,49623,91,21198,91,1,4.6957,1.9638,4.3263,1.9638,0,0,0,0,0,0,0,0,1,0
VCV001119111,5226181,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0137,0.0,5.3077,0.1,-1.0,2.0,49619,87,21202,87,1,4.6957,1.9445,4.3264,1.9445,0,0,0,0,0,0,0,0,1,0
VCV001101748,5226182,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.014,0.0,5.2307,0.1,-1.0,-1.0,49618,86,21203,86,1,4.6956,1.9395,4.3264,1.9395,0,0,0,0,0,0,0,0,1,0
VCV001081408,5226182,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.014,0.0,5.2307,0.1,-1.0,0.5,49618,86,21203,86,1,4.6956,1.9395,4.3264,1.9395,0,0,0,0,0,0,0,0,1,0
VCV001111753,5226183,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0143,0.0,5.5384,0.1,-1.0,2.5,49617,85,21204,85,1,4.6956,1.9345,4.3264,1.9345,0,0,0,0,0,0,0,0,1,0
VCV002828044,5226185,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,2.9,49615,83,21206,83,1,4.6956,1.9243,4.3265,1.9243,0,0,0,0,0,0,0,0,1,0
VCV001112903,5226186,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,0.6,49614,82,21207,82,1,4.6956,1.9191,4.3265,1.9191,0,0,0,0,0,0,0,0,1,0
VCV001592636,5226187,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0145,0.0,5.2142,0.1,-1.0,-1.0,49613,81,21208,81,1,4.6956,1.9138,4.3265,1.9138,0,0,0,0,0,0,0,0,1,0
VCV001566948,5226187,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0145,0.0,5.2142,0.1,-1.0,0.6,49613,81,21208,81,1,4.6956,1.9138,4.3265,1.9138,0,0,0,0,0,0,0,0,1,0
VCV001094586,5226190,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0142,0.0,5.5384,0.1,-1.0,2.0,49610,78,21211,78,1,4.6956,1.8976,4.3266,1.8976,0,0,0,0,0,0,0,0,1,0
VCV002857197,5226191,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,-1.0,49609,77,21212,77,1,4.6956,1.8921,4.3266,1.8921,0,0,0,0,0,0,0,0,1,0
VCV001613967,5226193,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,4.5,49607,75,21214,75,1,4.6956,1.8808,4.3266,1.8808,0,0,0,0,0,0,0,0,1,0
VCV001561967,5226198,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.1,-1.0,0.8,49602,70,21219,70,1,4.6955,1.8513,4.3267,1.8513,0,0,0,0,0,0,0,0,1,0
VCV001561745,5226199,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0144,0.0,5.5384,0.1,-1.0,0.7,49601,69,21220,69,1,4.6955,1.8451,4.3268,1.8451,0,0,0,0,0,0,0,0,1,0
VCV000762977,5226200,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0144,0.0,5.5384,0.1,-1.0,0.7,49600,68,21221,68,1,4.6955,1.8388,4.3268,1.8388,0,0,0,0,0,0,0,0,1,0
VCV002733487,5226202,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0145,0.0,5.3846,0.1,-1.0,1.3,49598,66,21223,66,1,4.6955,1.8261,4.3268,1.8261,0,0,0,0,0,0,0,0,1,0
VCV002129208,5226202,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0145,0.0,5.3846,0.1,-1.0,1.1,49598,66,21223,66,1,4.6955,1.8261,4.3268,1.8261,0,0,0,0,0,0,0,0,1,0
VCV002829859,5226205,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0136,0.0,5.3846,0.1,-1.0,1.5,49595,63,21226,63,1,4.6954,1.8062,4.3269,1.8062,0,0,0,0,0,0,0,0,1,0
VCV002789491,5226206,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,1.9,49594,62,21227,62,1,4.6954,1.7993,4.3269,1.7993,0,0,0,0,0,0,0,0,1,0
VCV003638091,5226207,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,1.0,49593,61,21228,61,1,4.6954,1.7924,4.3269,1.7924,0,0,0,0,0,0,0,0,1,0
VCV002962205,5226208,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,0.7,49592,60,21229,60,1,4.6954,1.7853,4.3269,1.7853,0,0,0,0,0,0,0,0,1,0
VCV001145767,5226209,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.014,0.0,5.2307,0.1,-1.0,1.1,49591,59,21230,59,1,4.6954,1.7782,4.327,1.7782,0,0,0,0,0,0,0,0,1,0
VCV002113784,5226211,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0137,0.0,5.75,0.1,-1.0,0.7,49589,57,21232,57,1,4.6954,1.7634,4.327,1.7634,0,0,0,0,0,0,0,0,1,0
VCV001131314,5226213,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0138,0.0,5.5384,0.1,-1.0,2.7,49587,55,21234,55,1,4.6954,1.7482,4.3271,1.7482,0,0,0,0,0,0,0,0,1,0
VCV000798571,5226215,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.4,49585,53,21236,53,1,4.6954,1.7324,4.3271,1.7324,0,0,0,0,0,0,0,0,1,0
VCV002959873,5226216,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,4.5,49584,52,21237,52,1,4.6954,1.7243,4.3271,1.7243,0,0,0,0,0,0,0,0,1,0
VCV001588286,5226217,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.1,-1.0,3.2,49583,51,21238,51,1,4.6953,1.716,4.3271,1.716,0,0,0,0,0,0,0,0,1,0
VCV003668877,5226220,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,-1.0,49580,48,21241,48,1,4.6953,1.6902,4.3272,1.6902,0,0,0,0,0,0,0,0,1,0
VCV002845945,5226221,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0138,0.0,5.3077,0.1,-1.0,4.8,49579,47,21242,47,1,4.6953,1.6812,4.3272,1.6812,0,0,0,0,0,0,0,0,1,0
VCV001107574,5226223,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,0.4,49577,45,21244,45,1,4.6953,1.6628,4.3273,1.6628,0,0,0,0,0,0,0,0,1,0
VCV002105568,5226225,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.1,-1.0,0.9,49575,43,21246,43,1,4.6953,1.6435,4.3273,1.6435,0,0,0,0,0,0,0,0,1,0
VCV002782072,5226226,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,1.5,49574,42,21247,42,1,4.6953,1.6335,4.3273,1.6335,0,0,0,0,0,0,0,0,1,0
VCV002126175,5226226,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,1.2,49574,42,21247,42,1,4.6953,1.6335,4.3273,1.6335,0,0,0,0,0,0,0,0,1,0
VCV001634371,5226227,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.014,0.0,5.2307,0.1,-1.0,0.6,49573,41,21248,41,1,4.6953,1.6232,4.3273,1.6232,0,0,0,0,0,0,0,0,1,0
VCV001088500,5226228,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0137,0.0,5.3077,0.1,-1.0,2.4,49572,40,21249,40,1,4.6952,1.6128,4.3274,1.6128,0,0,0,0,0,0,0,0,1,0
VCV002811839,5226230,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0136,0.0,5.75,0.1,-1.0,2.4,49570,38,21251,38,1,4.6952,1.5911,4.3274,1.5911,0,0,0,0,0,0,0,0,1,0
VCV001659455,5226233,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,1.2,49567,35,21254,35,1,4.6952,1.5563,4.3275,1.5563,0,0,0,0,0,0,0,0,1,0
VCV001625263,5226233,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.1,-1.0,1.4,49567,35,21254,35,1,4.6952,1.5563,4.3275,1.5563,0,0,0,0,0,0,0,0,1,0
VCV002103983,5226235,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.2,49565,33,21256,33,1,4.6952,1.5315,4.3275,1.5315,0,0,0,0,0,0,0,0,1,0
VCV002048985,5226235,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.1,-1.0,0.3,49565,33,21256,33,1,4.6952,1.5315,4.3275,1.5315,0,0,0,0,0,0,0,0,1,0
VCV001138404,5226238,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,2.3,49562,30,21259,30,1,4.6952,1.4914,4.3276,1.4914,0,0,0,0,0,0,0,0,1,0
VCV002731683,5226239,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0137,0.0,5.8333,0.1,-1.0,0.9,49561,29,21260,29,1,4.6951,1.4771,4.3276,1.4771,0,0,0,0,0,0,0,0,1,0
VCV001115039,5226242,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0142,0.0,5.3077,0.1,-1.0,1.0,49558,26,21263,26,1,4.6951,1.4314,4.3276,1.4314,0,0,0,0,0,0,0,0,1,0
VCV000765568,5226242,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0142,0.0,5.3077,0.1,-1.0,0.8,49558,26,21263,26,1,4.6951,1.4314,4.3276,1.4314,0,0,0,0,0,0,0,0,1,0
VCV000765167,5226243,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,1.0,49557,25,21264,25,1,4.6951,1.415,4.3277,1.415,0,0,0,0,0,0,0,0,1,0
VCV002707027,5226244,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0136,0.0,5.3846,0.1,-1.0,3.6,49556,24,21265,24,1,4.6951,1.3979,4.3277,1.3979,0,0,0,0,0,0,0,0,1,0
VCV000794095,5226245,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,0.6,49555,23,21266,23,1,4.6951,1.3802,4.3277,1.3802,0,0,0,0,0,0,0,0,1,0
VCV002124799,5226246,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0141,0.0,5.5384,0.1,-1.0,0.6,49554,22,21267,22,1,4.6951,1.3617,4.3277,1.3617,0,0,0,0,0,0,0,0,1,0
VCV001090534,5226246,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0141,0.0,5.5384,0.1,-1.0,0.5,49554,22,21267,22,1,4.6951,1.3617,4.3277,1.3617,0,0,0,0,0,0,0,0,1,0
VCV001978241,5226247,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0137,0.0,5.75,0.1,-1.0,0.7,49553,21,21268,21,1,4.6951,1.3424,4.3277,1.3424,0,0,0,0,0,0,0,0,1,0
VCV001636161,5226247,intronic,0,0,0.9988,0.9931,0.0012,0.0069,0.0137,0.0,5.75,0.1,-1.0,0.7,49553,21,21268,21,1,4.6951,1.3424,4.3277,1.3424,0,0,0,0,0,0,0,0,1,0
VCV003633170,5226249,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0136,0.0,5.3846,0.1,-1.0,5.7,49551,19,21270,19,1,4.6951,1.301,4.3278,1.301,0,0,0,0,0,0,0,0,1,0
VCV001145475,5226250,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.1,-1.0,1.6,49550,18,21271,18,1,4.6951,1.2788,4.3278,1.2788,0,0,0,0,0,0,0,0,1,0
VCV002829888,5226252,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,3.1,49548,16,21273,16,1,4.695,1.2304,4.3278,1.2304,0,0,0,0,0,0,0,0,1,0
VCV001120442,5226252,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,3.2,49548,16,21273,16,1,4.695,1.2304,4.3278,1.2304,0,0,0,0,0,0,0,0,1,0
VCV002851326,5226253,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0139,0.0,5.4615,0.1,-1.0,1.6,49547,15,21274,15,1,4.695,1.2041,4.3279,1.2041,0,0,0,0,0,0,0,0,1,0
VCV002819196,5226254,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.1,-1.0,4.0,49546,14,21275,14,1,4.695,1.1761,4.3279,1.1761,0,0,0,0,0,0,0,0,1,0
VCV001996113,5226255,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0143,0.0,5.3846,0.1,-1.0,2.9,49545,13,21276,13,1,4.695,1.1461,4.3279,1.1461,0,0,0,0,0,0,0,0,1,0
VCV002019578,5226256,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.1,-1.0,2.7,49544,12,21277,12,1,4.695,1.1139,4.3279,1.1139,0,0,0,0,0,0,0,0,1,0
VCV002036691,5226258,intronic,0,0,0.9987,0.9932,0.0013,0.0068,0.014,0.0,5.2307,0.1,-1.0,4.3,49542,10,21279,10,1,4.695,1.0414,4.328,1.0414,0,0,0,0,0,0,0,0,1,0
VCV001110772,5226260,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0137,0.0,5.8333,0.1,-1.0,1.3,49540,8,21281,8,1,4.695,0.9542,4.328,0.9542,0,0,0,0,0,0,0,0,1,0
VCV001108644,5226260,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0137,0.0,5.8333,0.1,-1.0,1.5,49540,8,21281,8,1,4.695,0.9542,4.328,0.9542,0,0,0,0,0,0,0,0,1,0
VCV001104520,5226260,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0137,0.0,5.8333,0.1,-1.0,-1.0,49540,8,21281,8,1,4.695,0.9542,4.328,0.9542,0,0,0,0,0,0,0,0,1,0
VCV002116902,5226261,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0146,0.0,5.3846,0.1,-1.0,0.7,49539,7,21282,7,1,4.695,0.9031,4.328,0.9031,0,0,0,0,0,0,0,0,1,0
VCV001140225,5226261,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0146,0.0,5.3846,0.1,-1.0,0.8,49539,7,21282,7,1,4.695,0.9031,4.328,0.9031,0,0,0,0,0,0,0,0,1,0
VCV002103997,5226262,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.1,-1.0,0.8,49538,6,21283,6,1,4.6949,0.8451,4.3281,0.8451,0,0,0,0,0,0,0,0,1,0
VCV001575692,5226263,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0139,0.0,5.3077,0.15,-1.0,-1.0,49537,5,21284,5,1,4.6949,0.7782,4.3281,0.7782,0,0,0,0,0,0,0,0,1,0
VCV001560083,5226263,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0139,0.0,5.3077,0.15,-1.0,0.4,49537,5,21284,5,1,4.6949,0.7782,4.3281,0.7782,0,0,0,0,0,0,0,0,1,0
VCV004280318,5226265,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0145,0.0,5.2142,0.15,-1.0,-1.0,49535,3,21286,3,1,4.6949,0.6021,4.3281,0.6021,0,0,0,0,0,0,0,0,1,0
VCV001579555,5226265,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0145,0.0,5.2142,0.15,-1.0,0.7,49535,3,21286,3,1,4.6949,0.6021,4.3281,0.6021,0,0,0,0,0,0,0,0,1,0
VCV001130103,5226265,intronic,0,0,0.9986,0.9927,0.0014,0.0073,0.0145,0.0,5.2142,0.15,-1.0,0.9,49535,3,21286,3,1,4.6949,0.6021,4.3281,0.6021,0,0,0,0,0,0,0,0,1,0
VCV001616150,5226267,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.15,-1.0,0.4,49533,1,21288,1,1,4.6949,0.301,4.3282,0.301,0,0,0,0,0,0,0,0,1,0
VCV001096696,5226267,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.15,-1.0,0.4,49533,1,21288,1,1,4.6949,0.301,4.3282,0.301,0,0,0,0,0,0,0,0,1,0
VCV002421180,5226268,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0138,0.0,5.4615,0.15,-1.0,0.4,49532,0,21289,0,1,4.6949,0.0,4.3282,0.0,0,0,0,0,0,0,0,0,1,0
VCV001161626,5226268,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0138,0.0,5.4615,0.15,-1.0,-1.0,49532,0,21289,0,1,4.6949,0.0,4.3282,0.0,0,0,0,0,0,0,0,0,1,0
VCV001097250,5226269,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,-1.0,49531,1,21290,1,1,4.6949,0.301,4.3282,0.301,0,0,0,0,0,0,0,0,1,0
VCV000763829,5226269,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.1,-1.0,-1.0,49531,1,21290,1,1,4.6949,0.301,4.3282,0.301,0,0,0,0,0,0,0,0,1,0
VCV002008559,5226270,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0141,0.0,5.4615,0.15,-1.0,4.3,49530,2,21291,2,1,4.6949,0.4771,4.3282,0.4771,0,0,0,0,0,0,0,0,1,0
VCV001081010,5226271,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0141,0.0,5.3846,0.15,-1.0,0.3,49529,3,21292,3,1,4.6949,0.6021,4.3282,0.6021,0,0,0,0,0,0,0,0,1,0
VCV002133380,5226272,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.15,-1.0,1.6,49528,4,21293,4,1,4.6949,0.699,4.3283,0.699,0,0,0,0,0,0,0,0,1,0
VCV002016705,5226277,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.15,-1.0,0.7,49523,9,21298,9,1,4.6948,1.0,4.3284,1.0,0,0,0,0,0,0,0,0,1,0
VCV001110299,5226277,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0142,0.0,5.3846,0.15,-1.0,2.2,49523,9,21298,9,1,4.6948,1.0,4.3284,1.0,0,0,0,0,0,0,0,0,1,0
VCV002027331,5226278,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0144,0.0,5.5384,0.15,-1.0,0.8,49522,10,21299,10,1,4.6948,1.0414,4.3284,1.0414,0,0,0,0,0,0,0,0,1,0
VCV001972497,5226278,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0144,0.0,5.5384,0.15,-1.0,0.9,49522,10,21299,10,1,4.6948,1.0414,4.3284,1.0414,0,0,0,0,0,0,0,0,1,0
VCV003638824,5226280,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0139,0.0,5.3077,0.15,-1.0,1.6,49520,12,21301,12,1,4.6948,1.1139,4.3284,1.1139,0,0,0,0,0,0,0,0,1,0
VCV002846440,5226281,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0143,0.0,5.4615,0.15,-1.0,3.9,49519,13,21302,13,1,4.6948,1.1461,4.3284,1.1461,0,0,0,0,0,0,0,0,1,0
VCV002848166,5226283,intronic,0,0,0.9987,0.993,0.0013,0.007,0.014,0.0,5.3846,0.15,-1.0,0.7,49517,15,21304,15,1,4.6948,1.2041,4.3285,1.2041,0,0,0,0,0,0,0,0,1,0
VCV001662061,5226284,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.0141,0.0,5.3077,0.15,-1.0,0.7,49516,16,21305,16,1,4.6948,1.2304,4.3285,1.2304,0,0,0,0,0,0,0,0,1,0
VCV001084859,5226285,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0138,0.0,5.3846,0.15,-1.0,4.1,49515,17,21306,17,1,4.6947,1.2553,4.3285,1.2553,0,0,0,0,0,0,0,0,1,0
VCV001161484,5226287,intronic,0,0,0.9987,0.9931,0.0013,0.0069,0.014,0.0,5.3077,0.15,-1.0,1.8,49513,19,21308,19,1,4.6947,1.301,4.3286,1.301,0,0,0,0,0,0,0,0,1,0
VCV004729396,5226288,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0144,0.0,5.4615,0.15,-1.0,3.5,49512,20,21309,20,1,4.6947,1.3222,4.3286,1.3222,0,0,0,0,0,0,0,0,1,0
VCV002192067,5226289,intronic,0,0,0.9988,0.993,0.0012,0.007,0.0136,0.0,5.8333,0.15,-1.0,0.9,49511,21,21310,21,1,4.6947,1.3424,4.3286,1.3424,0,0,0,0,0,0,0,0,1,0
VCV001557489,5226290,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0139,0.0,5.5384,0.15,-1.0,0.5,49510,22,21311,22,1,4.6947,1.3617,4.3286,1.3617,0,0,0,0,0,0,0,0,1,0
VCV001151871,5226290,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.0139,0.0,5.5384,0.15,-1.0,0.6,49510,22,21311,22,1,4.6947,1.3617,4.3286,1.3617,0,0,0,0,0,0,0,0,1,0
VCV001110042,5226292,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.014,0.0,5.4615,0.15,-1.0,3.2,49508,24,21313,24,1,4.6947,1.3979,4.3287,1.3979,0,0,0,0,0,0,0,0,1,0
VCV002782584,5226293,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.15,-1.0,4.4,49507,25,21314,25,1,4.6947,1.415,4.3287,1.415,0,0,0,0,0,0,0,0,1,0
VCV001616432,5226293,intronic,0,0,0.9987,0.9928,0.0013,0.0072,0.014,0.0,5.5384,0.15,-1.0,-1.0,49507,25,21314,25,1,4.6947,1.415,4.3287,1.415,0,0,0,0,0,0,0,0,1,0
VCV001079811,5226294,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.15,-1.0,1.2,49506,26,21315,26,1,4.6947,1.4314,4.3287,1.4314,0,0,0,0,0,0,0,0,1,0
VCV001084243,5226300,intronic,0,0,0.9987,0.993,0.0013,0.007,0.0139,0.0,5.3846,0.15,-1.0,1.6,49500,32,21321,32,1,4.6946,1.5185,4.3288,1.5185,0,0,0,0,0,0,0,0,1,0
VCV002860247,5226304,intronic,0,0,0.9987,0.9929,0.0013,0.0071,0.0142,0.0,5.4615,0.15,-1.0,6.1,49496,36,21325,36,1,4.6946,1.5682,4.3289,1.5682,0,0,0,0,0,0,0,0,1,0
